district,name,abbreviated_name,address,chief,phone,yasli,fax,email,mo,inn,ogrn,note
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №25 Калининского района Санкт-Петербурга,ГБДОУ детский сад №25 Калининского района Санкт-Петербурга,"Санкт-Петербург, Гражданский проспект, дом 75, корпус 5, литер А", Курочкина Марина Юрьевна,+7(812)533-57-38,да,+7(812)2919500,info.dou25kalin@obr.gov.spb.ru,Муниципальный округ Академическое,7804140811,1027802500626,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №26 общеразвивающего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №26 Калининского района Санкт - Петербурга,"Санкт-Петербург, Верности улица, дом 28, корпус 2, литер А", Молчанова Галина Юрьевна,+7(812)299-90-02,да,+7(812)2999002,info.dou26.kalinin@obr.gov.spb.ru,Муниципальный округ Гражданка,7804087029,1027802513562,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 27 Калининского района Санкт-Петербурга,ГБДОУ детский сад № 27 Калининского района Санкт-Петербурга,"Санкт-Петербург, Металлистов проспект, дом 86, корпус 2, литер А",Канатаева Ирина Юрьевна,+7(812)540-14-20,да,+7(812)5401189,dou27.spb@obr.gov.spb.ru,Муниципальный округ Финляндский,7804057641,1027802511835,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №28 общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей Калининского района Санкт-Петербурга,ГБДОУ детский сад №28 общеразвивающего вида Калининского района Санкт-Петербурга,"Санкт-Петербург , Учительская улица, дом 6, корпус 2 литер А", Аргеландер Ирина Геннадьевна,+7(812)557-70-62,да,+7(812)5577062,dou28spb@obr.gov.spb.ru,Муниципальный округ Прометей,7804087501,1027802500802,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №29 общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей Калининского района Санкт-Петербурга,ГБДОУ детский сад №29 Калининского района Санкт-Петербурга,"Санкт-Петербург, Просвещения проспект, дом 68, корпус 4, литер А", Соколова Анна Васильевна,+7(812)557-67-86,да,+7(812)5576786,info.dou29kalin@obr.gov.spb.ru,Муниципальный округ Северный,7804087269,1027802502166,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 30 компенсирующего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №30 Калининского района Санкт-Петербурга,"Санкт-Петербург, Металлистов проспект, дом 104, корпус 2", Помогайбо Марина Игоревна,+7(812)540-39-35,нет,+7(812)5401025,rech.dou30@obr.gov.spb.ru,Муниципальный округ Финляндский,7804087607,1027802513023,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №31 комбинированного вида Калининского района Санкт-Петербурга,ГБДОУ детский сад № 31 Калининского района Санкт-Петербурга,"Санкт-Петербург, Брюсовская улица, дом 18, литер А",Исполняющий обязанности: Кузнецова Ирина Петровна,+7(812)543-49-36,да,+7(812)5434936,dou31kalin@obr.gov.spb.ru,Муниципальный округ Пискарёвка,7804089001,1037808011064,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №32 общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей Калининского района Санкт-Петербурга,ГБДОУ детский сад №32 Калининского района Санкт-Петербурга,"Санкт-Петербург, Полюстровский проспект, дом 25, корпус 2, литер А", Емельянова Марина Викторовна,+7(812)541-14-31,да,+7(812)5411431,info.gbdou32@obr.gov.spb.ru,Муниципальный округ Финляндский,7804071371,1027802513166,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №35 общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей Калининского района Санкт-Петербурга,ГБДОУ детский сад №35 Калининского района Санкт-Петербурга,"Санкт-Петербург, Гражданский проспект, дом 110, корпус 2 литер А", Олейникова Елизавета Юрьевна,+7(812)531-75-25,да,+7(812)5317525,info.dou35kalin@obr.gov.spb.ru,Муниципальный округ 21,7804086635,1027802502200,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №36 общеразвивающего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №36 Калининского района Санкт-Петербурга,"Санкт-Петербург, Гражданский проспект, дом 27, корпус 4, литер А", Дегтярева Ирина Викторовна,+7(812)535-00-45,да,+7(812)5341466,info.dou36@obr.gov.spb.ru,Муниципальный округ Гражданка,7804086346,1027802502155,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 37 Калининского района Санкт-Петербурга,ГБДОУ детский сад №37 Калининского района Санкт-Петербурга,"Санкт-Петербург, Гражданский проспект, дом 27, корпус 3, литер А", Бондаренко Екатерина Александровна,+7(812)535-00-44,да,+7(812)5343231,dou37spbkalin@obr.gov.spb.ru,Муниципальный округ Гражданка,7804087660,1027802500770,
Калининский,Государственное бюджетное дошкольное образовательное учреждение центр развития ребенка - детский сад № 38 Калининского района Санкт-Петербурга,ГБДОУ детский сад №38 Калининского района Санкт-Петербурга,"Санкт-Петербург, Черкасова улица, дом 11, корпус 2", Аверьянова Ирина Анатольевна,+7(812)531-48-38,да,+7(812)5314838,info.dou38kalin@obr.gov.spb.ru,Муниципальный округ 21,7804087100,1027802512924,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №39 комбинированного вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №39 Калининского района Санкт-Петербурга,"Санкт-Петербург, Руставели улица, дом 22, корпус 2, литер А", Босова Любовь Анатольевна,+7(812)299-15-45,да,+7(812)2993820,info.dou39kalin@obr.gov.spb.ru,Муниципальный округ Пискарёвка,7804086890,1027802500593,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №40 Калининского района Санкт-Петербурга,ГБДОУ детский сад №40 Калининского района Санкт-Петербурга,"Санкт-Петербург, Верности улица, дом 38, корпус 2, литер А",Исполняющий обязанности: Харютина Любовь Николаевна,+7(812)540-23-15,да,+7(812)2992330,dou40@obr.gov.spb.ru,Муниципальный округ Пискарёвка,7804087036,1027802513584,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 41 общеразвивающего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад № 41 Калининского района Санкт - Петербурга,"Санкт-Петербург, Замшина улица, дом 62, корпус 2, литер А",Петрова Ольга Николаевна ,+7(812)543-35-49,да,+7(812)5433549,info.dou41kalin@obr.gov.spb.ru,Муниципальный округ Финляндский,7804070184,1027802500769,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №42 комбинированного вида Калининского района Санкт-Петербурга,ГБДОУ детский сад № 42 Калининского района Санкт - Петербурга,"Санкт-Петербург, Замшина улица, дом 27, корпус 2, литер А", Высторобец Антонина Дмитриевна,+7(812)543-98-86,да,+7(812)5431889,dou42@obr.gov.spb.ru,Муниципальный округ Финляндский,7804088167,1027802502122,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №43 Калининского района Санкт-Петербурга,ГБДОУ детский сад №43 Калининского района Санкт-Петербурга,"Санкт-Петербург, Северный проспект, дом 61, корпус 3, литер А",Панина Ольга Альбертовна,+7(812)555-59-55,да,+7(812)5555955,dou43@obr.gov.spb.ru,Муниципальный округ Академическое,7804099659,1027802514486,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №44 Калининского района Санкт-Петербурга,ГБДОУ детский сад №44 Калининского района Санкт-Петербурга,"Санкт-Петербург, Верности улица, дом 44, корпус 2, литер А", Веселова Татьяна Константиновна,+7(812)299-03-74,да,+7(812)2990374,info.dou44kalin@obr.gov.spb.ru,Муниципальный округ Пискарёвка,7804087702,1027802502144,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 45 общеразвивающего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №45 Калининского района Санкт-Петербурга,"Санкт-Петербург, Руставели улица, дом 34, корпус 2, литер А",Исполняющий обязанности: Филина Марина Ивановна,+7(812)299-20-15,да,+7(812)2992003,dou45kalin@obr.gov.spb.ru,Муниципальный округ Пискарёвка,7804086321,1027802502100,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №46 компенсирующего вида Калининского района Санкт-Петербурга,ГБДОУ №46 компенсирующего вида Калининского района Санкт-Петербурга,"Санкт-Петербург, проспект Науки, дом 44, литер А", Иванова Ирина Борисовна,+7(812)417-52-93,нет,+7(812)4175294,dou46spb@obr.gov.spb.ru,Муниципальный округ Пискарёвка,7804088760,1027802501540,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №47 Калининского района Санкт-Петербурга,ГБДОУ детский сад № 47 Калининского района Санкт-Петербурга,"Санкт-Петербург, Меншиковский проспект, дом 13, корпус 2, литер А", Павлова Маргарита Викторовна,+7(812)299-94-44,да,+7(812)2999444,info.dou47@obr.gov.spb.ru,Муниципальный округ Пискарёвка,7804087692,1027802501891,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 48 Калининского района Санкт-Петербурга,ГБДОУ детский сад № 48 Калининского района Санкт-Петербурга,"г.Санкт-Петербург, Пискарёвский проспект, дом 56, корпус 2, литера А", Неганова Анна Николаевна,+7(812)298-14-05,да,+7(812)298-14-05,info.gbdou48.kalin@obr.gov.spb.ru,Муниципальный округ Пискарёвка,7804532840,1147847165443,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №49 комбинированного вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №49 Калининского района Санкт-Петербурга,"Санкт-Петербург, Гражданский проспект, дом 130, корпус 3, литер А", Михайлова Наталья Викторовна,+7(812)531-11-30,да,+7(812)5311130,info.dou49kalin@obr.gov.spb.ru,Муниципальный округ 21,7804089114,1027802500615,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 50 Калининского района Санкт-Петербурга,ГБДОУ детский сад №50 Калининского района Санкт-Петербурга,"Санкт-Петербург, Гражданский проспект, дом 124, корпус 4, литер А", Шишкова Елена Юрьевна,+7(812)531-78-00,да,+7(812)5317800,dou50kalin@obr.gov.spb.ru,Муниципальный округ 21,7804087678,1027802502265,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 51 компенсирующего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №51 Калининского района Санкт-Петербурга,"Санкт-Петербург, Демьяна Бедного улица, дом 16, корпус 3, литер А",Сидина Татьяна Александровна,+7(812)558-81-02,нет,+7(812)5588102,info.gbdou51@obr.gov.spb.ru,Муниципальный округ Северный,7804090670,1027802513045,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №52 компенсирующего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №52 компенсирующего вида Калининского района Санкт-Петербурга,"Санкт-Петербург, Гражданский проспект, дом 123, корпус 4 литер А", Цыбулина Светлана Владимировна,+7(812)531-01-77,нет,+7(812)5310177,dou52kalin@obr.gov.spb.ru,Муниципальный округ 21,7804089146,1027802513012,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 53 компенсирующего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад № 53 компенсирующего вида Калининского района Санкт-Петербурга,"Санкт-Петербург, Тимуровская улица, дом 4, корпус 2, литер А", Павлова Галина Петровна,+7(812)558-52-08,нет,+7(812)5585208,info.dou53@obr.gov.spb.ru,Муниципальный округ Прометей,7804058564,1037808013803,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №54 общеразвивающего вида с приоритетным осуществлением деятельности по художественно-эстетическому развитию детей Калининского района Санкт-Петербурга,ГБДОУ детский сад №54 Калининского района Санкт-Петербурга,"Санкт-Петербург, Тимуровская улица, дом 11, корпус 2, литер А", Лотарева Ольга Анатольевна,+7(812)558-52-56,да,+7(812)5590549,info.gbdou54@obr.gov.spb.ru,Муниципальный округ Прометей,7804095855,1027802502287,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 55 общеразвивающего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №55 Калининского района Санкт - Петербурга,"Санкт-Петербург, Демьяна Бедного улица, дом 22, корпус 4, литер А", Куренкова Екатерина Константиновна,+7(812)558-52-57,да,+7(812)5585257,info.gbdou55@obr.gov.spb.ru,Муниципальный округ Северный,7804086956,1027802500637,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 56 Калининского района Санкт-Петербурга,ГБДОУ детский сад № 56 Калининского района Санкт-Петербурга,"Санкт-Петербург, Светлановский проспект, дом 62, корпус 4, литер А", Матвеева Татьяна Анатольевна,+7(812)557-64-31,да,+7(812)5575431,info.dou56kalin@obr.gov.spb.ru,Муниципальный округ Прометей,7804087572,1027802499890,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №57 Калининского района Санкт-Петербурга,ГБДОУ детский сад №57 Калининского района Санкт-Петербурга,"Санкт-Петербург, Брянцева улица, дом 18, корпус 2, литер А", Козачун Наталья Владимировна,+7(812)531-77-77,да,+7(812)5317777,info.dou57kalin@obr.gov.spb.ru,Муниципальный округ Прометей,7804132546,1027802513254,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №58 общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей Калининского района Санкт-Петербурга,ГБДОУ детский сад №58 Калининского района Санкт-Петербурга,"Санкт-Петербург, Вавиловых улица, дом 4, корпус 3, литер А", Чуб Елена Викторовна,+7(812)294-77-19,да,+7(812)2947719,dou58kalin@obr.gov.spb.ru,Муниципальный округ Академическое,7804149412,1027802514497,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №59 общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей Калининского района Санкт-Петербурга,ГБДОУ детский сад №59 Калининского района Санкт-Петербурга,"Санкт-Петербург, Демьяна Бедного улица, дом 30, корпус 7, литер А", Борисова Оксана Анатольевна,+7(812)559-18-29,да,+7(812)5926734,dou59@obr.gov.spb.ru,Муниципальный округ Северный,7804090920,1027802500791,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 60 комбинированного вида Калининского района Санкт-Петербурга,ГБДОУ детский сад № 60 Калининского района Санкт-Петербурга,"Санкт-Петербург, Луначарского проспект, дом 88, корпус 2, литер А", Путихина Наталья Дмитриевна,+7(812)557-70-51,да,+7(812)5577598,info.dou60kalin@obr.gov.spb.ru,Муниципальный округ Прометей,7804087685,1037808011284,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №61 Калининского района Санкт-Петербурга,ГБДОУ детский сад №61 Калининского района Санкт-Петербурга,"Санкт-Петербург, Черкасова улица, дом 23, корпус 2, литер А",Гущина Людмила Анатольевна,+7(812)248-55-46,да,+7(812)2485535,info.dou61kalin@obr.gov.spb.ru,Муниципальный округ 21,7804132708,1027802502276,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №62 комбинированного вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №62 Калининского района Санкт - Петербурга,"Санкт-Петербург, Светлановский проспект, дом 74, корпус 2, литер А", Голуб Зинаида Исааковна,+7(812)559-33-87,да,+7(812)5594101,gbdou62@obr.gov.spb.ru,Муниципальный округ Прометей,7804067424,1027802514057,
Калининский,Государственное бюджетное дошкольное образовательное учреждение Центр развития ребенка - детский сад №64 Калининского района Санкт-Петербурга,ГБДОУ детский сад №64 Калининского района Санкт-Петербурга,"Санкт-Петербург, Гражданский проспект, дом 104, корпус 3, литер А", Самулкина Ирина Дмитриевна,+7(812)531-49-84,да,+7(812)5314984,dou64kalin@obr.gov.spb.ru,Муниципальный округ 21,7804062810,1027802512935,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №66 комбинированного вида Калининского района Санкт-Петербурга,ГБДОУ №66 Калининского района Санкт-Петербурга,"Санкт-Петербург, Луначарского проспект, дом 94, корпус 2", Соколова Людмила Владимировна,+7(812)531-86-44,да,+7(812)5318644,info.gbdou66@obr.gov.spb.ru,Муниципальный округ Прометей,7804072270,1027802512880,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 67 общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей Калининского района Санкт-Петербурга,ГБДОУ детский сад №67 Калининского района Санкт-Петербурга,"Санкт-Петербург, Ушинского улица, дом 20, корпус 2, литер А", Шапковская Мария Григорьевна,+7(812)531-86-33,да,+7(812)2905958,info.gbdou67@obr.gov.spb.ru,Муниципальный округ Прометей,7804087283,1027802513144,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 68 компенсирующего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад № 68 Калининского района Санкт-Петербурга,"Санкт-Петербург, Светлановский проспект, дом 46, корпус 2, литер А",Николаева Марина Владимировна,+7(812)555-85-41,нет,+7(812)5558541,info.dou68@obr.gov.spb.ru,Муниципальный округ Академическое,7804090053,1027802513122,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 69 комбинированного вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №69 Калининского района Санкт-Петербурга,"Санкт-Петербург, Гражданский проспект, дом 109, корпус 3, литер А", Русскина Ирина Львовна,+7(812)531-57-57,да,+7(812)5315757,info.dou69kalin@obr.gov.spb.ru,Муниципальный округ 21,7804134960,1027802500560,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №70 общеразвивающего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №70 Калининского района Санкт-Петербурга,"Санкт-Петербург, Культуры проспект, дом 15, корпус 5, литер А", Кутузова Елена Владимировна,+7(812)557-71-45,да,+7(812)5915329,dou70kalin@obr.gov.spb.ru,Муниципальный округ Северный,7804087251,1027802511846,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №71 общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей Калининского района Санкт-Петербурга,ГБДОУ детский сад № 71 Калининского района Санкт-Петербурга,"Санкт-Петербург, Софьи Ковалевской улица, дом 16, корпус 2, литер А", Петрова Ольга Владленовна,+7(812)533-14-67,да,+7(812)2966860,info.dou71kalin@obr.gov.spb.ru,Муниципальный округ Академическое,7804087300,1027802502210,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №72 комбинированного вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №72 Калининского района Санкт-Петербурга,"Санкт-Петербург, Академика Байкова улица, дом 9, корпус 3 литер А", Добрецова Любовь Вячеславовна,+7(812)555-04-54,да,+7(812)5550454,dou72@obr.gov.spb.ru,Муниципальный округ Академическое,7804056172,1037808011108,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №73 Калининского района Санкт-Петербурга,ГБДОУ детский сад №73 Калининского района Санкт-Петербурга,"Санкт-Петербург, Ольги Форш улица, дом 13, корпус 2, литер А", Ефросинина Ольга Владимировна,+7(812)557-70-66,да,+7(812)5577066,gbdou73.kalin@obr.gov.spb.ru,Муниципальный округ Прометей,7804087526,1027802501660,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №74 общеразвивающего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №74 Калининского района Санкт-Петербурга,"Санкт-Петербург, Гражданский проспект, дом 105, корпус 5 Литер А",Живага Ольга Петровна,+7(812)532-68-35,да,+7(812)5323534,info.gbdou74@obr.gov.spb.ru,Муниципальный округ 21,7804087117,1027802513650,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 75 Калининского района Санкт-Петербурга,ГБДОУ детский сад № 75 Калининского района Санкт-Петербурга,"Санкт-Петербург, Светлановский проспект, дом 69, корпус 2, литер А", Дергунова Ирина Владимировна,+7(812)555-34-12,да,+7(812)5553412,info.dou75kalin@obr.gov.spb.ru,Муниципальный округ Академическое,7804068837,1027802513639,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №76 компенсирующего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №76 компенсирующего вида Калининского района Санкт-Петербурга,"Санкт-Петербург, Светлановский проспект, дом 109, корпус 4, литер А", Николаева Светлана Руфимовна,+7(812)290-01-05,нет,+7(812)2900105,info.gbdou76kalin@obr.gov.spb.ru,Муниципальный округ Прометей,7804060806,1027802513100,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 77 комбинированного вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №77 Калининского района Санкт-Петербурга,"Санкт-Петербург, Бутлерова улица, дом 16, корпус 3, литер А", Ульянова Наталья Вадимовна,+7(812)535-06-35,да,+7(812)5350635,info.dou77kalin@obr.gov.spb.ru,Муниципальный округ Гражданка,7804111433,1027802513232,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №78 общеразвивающего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №78 Калининского района Санкт-Петербурга,"Санкт-Петербург, Академика Константинова улица, дом 14, литер А", Егорова Татьяна Васильевна,+7(812)555-26-90,да,+7(812)5562070,info.dou78kalin@obr.gov.spb.ru,Муниципальный округ Академическое,7804051978,1027802502309,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №79 общеразвивающего вида с приоритетным осуществлением деятельности по физическому развитию детей Калининского района Санкт-Петербурга,ГБДОУ детский сад №79 Калининского района Санкт-Петербурга,"Санкт-Петербург, Замшина улица, дом 52, корпус 1", Алексеева Татьяна Васильевна,+7(812)545-05-40,да,+7(812)5450540,ds79@obr.gov.spb.ru,Муниципальный округ Финляндский,7804057634,1027802500648,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №80 компенсирующего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад № 80 Калининского района Санкт-Петербурга,"Санкт-Петербург, Вавиловых улица, дом 11, корпус 2, литер А",Исполняющий обязанности заведующего: Вахтерова Зинаида Николаевна,+7(812)555-69-84,нет,+7(812)5556642,info.dou80kalin@obr.gov.spb.ru,Муниципальный округ Академическое,7804086628,1027802513200,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 81 комбинированного вида Калининского района Санкт-Петербурга,ГБДОУ детский сад № 81 Калининского района Санкт-Петербурга,"Санкт-Петербург, Гражданский проспект, дом 115, корпус 4, литер А", Фатюшина Наталия Эдуардовна,+7(812)532-37-11,да,+7(812)5323711,info.dou81@obr.gov.spb.ru,Муниципальный округ 21,7804087371,1027802513694,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №82 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Калининского района Санкт-Петербурга,ГБДОУ детский сад №82 Калининского района Санкт-Петербурга,"Санкт-Петербург, Демьяна Бедного улица, дом 10, корпус 5, литер А", Шуравина Елена Евгеньевна,+7(812)559-90-78,да,+7(812)5591494,dou82kalin@obr.gov.spb.ru,Муниципальный округ Северный,7804051960,1027802513551,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №83 Калининского района Санкт-Петербурга,ГБДОУ детский сад № 83 Калининского района Санкт-Петербурга,"Санкт-Петербург, Ушинского улица, дом 9, корпус 2, литер А", Смирнова Елена Александровна,+7(812)531-76-51,да,+7(812)5320710,info.gbdou83kalin@obr.gov.spb.rud,Муниципальный округ 21,7804482935,1127847182352,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 84 комбинированного вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №84 комбинированного вида Калининского района Санкт-Петербурга,"Санкт-Петербург, Гражданский проспект, дом 90, корпус 4, литер А", Барабанова Екатерина Вячеславовна,+7(812)556-82-88,да,+7(812)5568288,dou84@obr.gov.spb.ru,Муниципальный округ Академическое,7804057377,1027802511880,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №85 комбинированного вида Калининского района Санкт-Петербурга,ГБДОУ детский сад №85 Калининского района Санкт-Петербурга,"Санкт-Петербург, Демьяна Бедного улица, дом 30, корпус 3, литер А", Агаева Тунзаля Исмаил кызы,+7(812)558-55-03,да,+7(812)5585503,gbdou85@obr.gov.spb.ru,Муниципальный округ Северный,7804095527,1027802514035,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 86 общеразвивающего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад № 86 Калининского района Санкт-Петербурга,"Санкт-Петербург, Тимуровская улица, дом 30, корпус 2, литер А", Шаденкова Татьяна Владимировна,+7(812)531-48-44,да,+7(812)5329455,dou86spb@obr.gov.spb.ru,Муниципальный округ Прометей,7804057031,1027802500604,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 88 Калининского района Санкт-Петербурга,ГБДОУ детский сад №88 Калининского района Санкт-Петербурга,"Санкт-Петербург, Культуры проспект, дом 29, корпус 5, литер А", Котлова Марина Васильевна,+7(812)558-41-00,да,+7(812)5584100,info.dou88kalin@obr.gov.spb.ru,Муниципальный округ Северный,7804095598,1027802501682,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №90 общеразвивающего вида с приоритетным осуществлением деятельности по познавательно-речевому развитию детей Калининского района Санкт-Петербурга,ГБДОУ детский сад №90 Калининского района Санкт-Петербурга,"Санкт-Петербург, Просвещения проспект, дом 84, корпус 2", Белименко Елена Николаевна,+7(812)531-86-92,да,+7(812)5318692,info.dou90kalin@obr.gou.spb.ru,Муниципальный округ 21,7804087653,1027802502254,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад №92 Калининского района Санкт-Петербурга,ГБДОУ детский сад №92 Калининского района Санкт-Петербурга,"Санкт-Петербург, Светлановский проспект, дом 68, корпус  2, литер А", Ткаченко Марина Александровна,+7(812)558-76-92,да,+7(812)5584008,ds92@obr.gov.spb.ru,Муниципальный округ Прометей,7804073996,1027802500659,
Калининский,Государственное бюджетное дошкольное образовательное учреждение детский сад № 93 компенсирующего вида Калининского района Санкт-Петербурга,ГБДОУ детский сад № 93 Калининского района Санкт-Петербурга,"Санкт-Петербург, Гражданский проспект, дом 83, корпус 2", Петрова Ирина Васильевна,+7(812)531-26-73,да,+7(812)5333404,info.dou93@obr.gov.spb.ru,Муниципальный округ Академическое,7804086610,1027802513133,
